gene,disease,pubmed_id,year
SPP1,pseudoxanthoma elasticum,17384004,2007
ABCC6,pseudoxanthoma elasticum,16835894,2006
HCR,psoriasis,15214895,2004
HLA-C,psoriasis,11069619,2000
HLA-DQA1,psoriasis,12667357,2002
SERPINA1,psoriasis,6155027,1980
IL1RN,psoriasis,9039327,1997
TAP1,psoriasis,15306733,2004
HLA-DQA1,psoriasis,15009387,2004
VEGFA,psoriasis,14962110,2004
IL10,psoriasis,10469306,1999
HLA-C,psoriasis,11556968,2001
HLA-A,psoriasis,14527733,2003
TNF,psoriasis,10469306,1999
KIR2DL2,psoriasis,15140215,2004
HLA-C,psoriasis,11194889,2000
HLA-DMB,psoriasis,12648225,2003
KIR2DS1,psoriasis,15310528,2004
IRF2,psoriasis,14962090,2004
KIR2DS1,psoriasis,15140215,2004
HLA-DQB1,psoriasis,15908298,2005
HLA-C,psoriasis,15214895,2004
CDSN,psoriasis,12472658,2002
MICB,psoriasis,10691930,2000
IL12B,psoriasis,12413772,2002
MMP2,psoriasis,12077518,2002
CDSN,psoriasis,12472658,2002
MICA,psoriasis,10323458,1999
CDSN,psoriasis,16297191,2005
MIF,psoriasis,15304087,2004
IL12B,psoriasis,17236132,2007
TNF,psoriasis,11851889,2002
IL23R,psoriasis,17587057,2007
TNF,psoriasis,9326391,1997
IL23R,psoriasis,17236132,2007
HLA,psoriasis,8504697,1993
IL12B,psoriasis,17587057,2007
SLC9A3R1,psoriasis,14608357,2003
CDSN,psoriasis,16965413,2006
TNF,psoriasis,9395887,1997
TAP1,psoriasis,17581627,2007
HLA-C,psoriasis,14527733,2003
HCR,psoriasis,17340018,2007
HLA-DRB1,psoriasis,12137324,2002
TAP2,psoriasis,17581627,2007
HLA-C,psoriasis,15310528,2004
PSMB8,psoriasis,17581627,2007
TNF,psoriasis,9395887,1997
PSMB9,psoriasis,17581627,2007
RAGE,psoriasis,12029499,2002
PSORS1C3,psoriasis,16965413,2006
VDR,psoriasis,9886274,1999
IL15,psoriasis,17554368,2007
HLA-C,psoriasis,17340018,2007
IL12B,psoriasis psoriatic arthritis,17388919,2007
CARD15,psoriatic arthritis,12879366,2003
TP53,psoriatic arthritis,16507123,2006
HLA-B,psoriatic arthritis,15554365,2004
PTPN22,psoriatic arthritis,16507123,2006
KIR2DL1,psoriatic arthritis,16112031,2005
HLA-DRB1,psoriatic arthritis,15554365,2004
CYP1A1,psoriatic arthritis,15124938,2004
SOD2,psoriatic arthritis,15266664,2003
PSORS1C1,psoriatic arthritis,15708881,2005
HLA-C,psoriatic arthritis,15554365,2004
MICA,psoriatic arthritis,11390038,2001
CNTF,psychiatric diseases,8834105,1996
COMT,psychiatric manifestations of velo-cardio-facial syndrome,8886163,1996
HTR2A,psychiatric status,11732859,2001
SLC6A4,psychoses,16582043,2006
MED12,psychoses,16538184,2006
COMT,psychoses,16582043,2006
NEFM,psychoses schizophrenia,16734940,2006
NRG1,psychoses schizophrenia,16730337,2006
DTNBP1,psychoses schizophrenia,17445278,2007
DRD3,psychosis,11723200,2001
KCNN3,psychosis,12960745,2003
DRD1,psychosis,11723200,2001
DRD4,psychosis,11282178,2001
SLC6A4,psychosis alcoholic,12534269,2002
PICK1,psychosis methamphetamine,17606663,2007
TPH1,psychosis schizophrenia,16806098,2006
DRD4,psychotic disorders,9353244,1996
CX3CR1,pulmonary arterial hypertension sclerosis systemic,16584113,2005
ENG,pulmonary arterial hypertension sclerosis systemic,17166870,2006
NOS3,pulmonary edema,12176955,2002
IL4,pulmonary fibrosis,16573560,2006
CR1,pulmonary fibrosis,12773320,2003
TGFB3,pulmonary fibrosis sarcoidosis,16778279,2006
CD14,pulmonary function,15591473,2004
ADRB2,pulmonary function,12428391,2002
NOS3,pulmonary hypertension,14682408,2003
CPS1,pulmonary hypertension,17188582,2006
F5,pulmonary thromboembolism thromboembolism venous,16881367,2006
VDR,pulmonary tuberculosis,10943070,2000
HLA-DRB1,pulmonary tuberculosis,11802982,2001
HLA,pulmonary tuberculosis,2966486,1987
C4A,purpura allergic,15787745,2005
NOS2A,purpura henoch-schonlein,15940772,2005
FCGR3A,purpura idiopathic thrombocytopenic,11722422,2001
IL8,pyelonephritis vesicoureteral reflux,17296422,2007
KCNH2,qt interval,12142119,2002
CYP1A2,qt intervals,17611010,2007
NCOA3,quantitative calcaneal ultrasound,11092404,2000
ESR1,quantitative calcaneal ultrasounds,11092404,2000
CYP2C19,quazepam pharmacokinetics,15385836,2004
CYP2C19,rabeprazole pharmacokinetics,16937451,2006
CYP2C19,rabeprazole pharmacokinetics,16487225,2006
CYP2C19,rabeprazole pharmacokinetics,16487224,2006
GNB3,radial artery hypertrophy,12566975,2002
TCEAL1,radiation ionizing sensitivity to,16331344,2005
EGFR,radiation sensitivity,15701846,2005
XRCC1,radiation sensitivity,16978516,2006
TGFB1,radiation-induced damage to normal tissues,12569017,2003
VDR,radiographic osteoarthritis at the knee,9218501,1997
ESR1,radiographic osteoarthritis of the knee,12847685,2003
MATN1,radiographically evident osteoarthritis,9336408,1997
HAPLN1,radiographically evident osteoarthritis,9336408,1997
TGFB1,radiotherapy,15878096,2005
APEX1,radiotherapy,15878096,2005
XRCC1,radiotherapy response,14643949,2003
APEX1,radiotherapy response,14643949,2003
XRCC3,radiotherapy response,14643949,2003
SOD2,radiotherapy response,14643949,2003
ATM,radiotherapy response,15629612,2005
TGFB1,radiotherapy response,14643949,2003
APEX1,radiotherapy sensitivity,16000577,2005
CRX,range of clinical phenotypes,9792858,1998
MYCN,rapid progression of neuroblastomas,4047115,1985
SOD1,rapidly progressive familial amyotrophic lateral sclerosis,10624810,1999
IL1RN,rate of decline in lung function in smokers,11641511,2001
IL1B,rate of decline in lung function in smokers,11641511,2001
IL10,reactive arthritis,11352256,2001
BDNF,reasoning skills,16446742,2006
MTMR2,recessive charcot-marie-tooth disease,12398840,2002
RPGRIP1,recessive cone-rod dystrophy,12920076,2003
EGFR,rectal cancer,16757132,2006
F5,recurrence and early onset of venous thrombosis,11684865,2001
GP1BA,recurrent coronary event,17303802,2007
MTHFR,recurrent early fetal loss,10411807,1999
HLA-DRB1,recurrent oral ulcers,10870311,2000
IFNG,recurrent pregnancy loss,12609526,2003
TNF,recurrent pregnancy loss,12609526,2003
IL10,recurrent pregnancy loss,12609526,2003
IL1B,recurrent pregnancy loss,11857060,2002
CYP21A1P,recurrent respiratory infections,10439316,1999
HLA-DRB1,recurrent respiratory papillomatosis,15336778,2004
TAP1,recurrent respiratory papillomatosis,14976605,2004
HLA-DRB1,recurrent respiratory papillomatosis,14976605,2004
GCK,reduced beta-cell function,8603762,1996
CAPN10,reduced beta(3)-adrenoceptor function,12107250,2002
CBS,reduced cbs activity and elevated post-load homocysteine levels,11528503,2001
TPP1,reduced cerebrospinal fluid pterins,12950156,2003
CCR2,reduced coronary artery calcification,12426226,2002
DRD2,reduced dopamine d2 receptor binding,9429233,1997
GCK,reduced early insulin response to oral glucose,9088772,1997
DRD2,reduced energy expenditure,11289060,2001
APOA1,reduced expression of the apolipoprotein a-i gene and resolution of disputed paternity,8096444,1993
APOH,reduced gene expression and lower plasma levels of beta2-glycoprotein i,12605674,2003
APOA1,reduced hdl cholesterol and lpa-i,7670941,1995
INS,reduced insulin secretion,3147185,1988
F5,reduced intrapartum blood loss--a possible evolutionary selection mechanism,9459326,1998
GNB3,reduced kidney allograft survival,10446939,1999
DMWD,reduced level of rnfrom the dmwd allele adjacent to the expanded repeat,10400997,1999
ADRB3,reduced low-density lipoprotein particle size,12647276,2003
XPA,reduced lung cancer risk and a modulating effect on nucleotide excision repair capacity,12663511,2003
CAPN10,reduced muscle mrna levels and insulin resistance,11018080,2000
CYP2C8,reduced plasma concentrations of repaglinide,14534525,2003
MPO,reduced risk of lung cancer,12057865,2002
MTHFR,reduced risk of osteoporotic fractures case control study,12232679,2002
ITGB2,reduced risk of restenosis after coronary stenting,11703955,2001
TCF1,reduced serum c-peptide and insulin responses to an oral glucose challenge,9133564,1997
AR,reduced trans-activation impaired sperm production and male infertility,9360540,1997
ACE,reflux nephropathy,10971153,2000
TAP1,reiters syndrome,7748224,1995
CYP11B2,renal allograft function,11923700,2002
FGA,renal amyloidosis,8097946,1993
VHL,renal cancer,14604959,2003
ABCB1,renal cancer,12089380,2002
VHL,renal cell carcinoma,9137812,1997
VDR,renal cell carcinoma,12402975,2002
DCN,renal disease,12187087,2002
PKD1,renal disease,11961010,2002
NOS3,renal disease,12138283,2002
ACE,renal disease end stage,11422735,2001
HLA-DRB1,renal disease end stage,11082516,2000
AGT,renal disease end stage,11422735,2001
NOS3,renal disease end stage,12364359,2002
VEGFA,renal disease end stage vascular endothelial growth factor,16421229,2006
IL1RN,renal involvement and renal sequelae,12136897,2002
ICAM1,renal scarring urinary tract infection,16426244,2006
IL10,renal transplant,11292301,2001
IFNG,renal transplant,11292301,2001
CCR5,renal transplant survival,11403814,2001
IL6,renal transplantation rejection after,11233912,2001
CCL2,renal tubular damage,12505750,2003
NEDD4L,renin activity salt sensitivity,17487281,2007
RENBP,renin binding protein,9285790,1997
CYP2C8,repaglinide pharmacology,14534525,2003
GP1BA,resistance in vitro to low-dose aspirin,13678940,2003
ITGB3,resistance in vitro to low-dose aspirin,13678940,2003
IL1RN,resistance to liver graft rejection to steroid therapy,11073827,2000
THRB,resistance to thyroid hormone,10037068,1999
ADRB2,respiratory airway resistance,15069780,2004
VEGFA,respiratory distress syndrome,17289863,2007
SFTPA1,respiratory distress syndrome,9475280,1998
VEGFA,respiratory distress syndrome,15741444,2005
IL4,respiratory syncytial virus,12402189,2002
TLR4,respiratory syncytial virus,15143473,2004
IL4,respiratory syncytial virus,12508140,2003
IL8,respiratory syncytial virus,17456336,2007
CD14,respiratory syncytial virus,15143473,2004
CX3CR1,respiratory syncytial virus,16645504,2006
IL13,respiratory syncytial virus,16388492,2006
IL8,respiratory syncytial virus (rsv),11083887,2000
IL4,respiratory syncytial virus disease,12402189,2002
SFTPD,respiratory syncytial virus infection,12032263,2002
SFTPA1,respiratory syncytial virus infection,11807709,2002
SFTPA1,respiratory syncytial virus infection,11807709,2002
SFTPA1,respiratory-distress syndrome,10762543,2000
HTR2A,response to clozapine,9491814,1998
MMP3,restenosis,11977998,2002
ITGB2,restenosis,11703955,2001
MMP3,restenosis,11977998,2002
ACE,restenosis,12205735,2002
SELE,restenosis,12036529,2002
HMOX1,restenosis,11718398,2001
NOS3,restenosis,12243851,2002
CX3CR1,restenosis,16411402,2005
HMOX1,restenosis after percutaneous transluminal angioplasty,11718398,2001
AGT,restenosis after percutaneous transluminal coronary angioplasty,10887054,2000
MAOA,restless legs syndrome,12136060,2002
MAOA,restless legs syndrome,12136060,2002
F8,retinal artery occlusion,11739969,2001
COL2A1,retinal detachment,12939326,2003
VHL,retinal hemangioblastomas,17296901,2007
CX3CR1,retinal vascular occlusion,16799040,2006
GUCA1B,retinitis pigmentosa,15452722,2004
RPGR,retinitis pigmentosa,17325176,2007
NRL,retinitis pigmentosa,11385710,2001
RHO,retinitis pigmentosa,17325176,2007
PDE6B,retinitis pigmentosa,12778443,2003
RP1,retinitis pigmentosa,12882812,2003
PDE6B,retinitis pigmentosa,12760810,2003
RHO,retinitis pigmentosa,16185528,2005
RPGR,retinitis pigmentosa,9366675,1997
ROM1,retinitis pigmentosa.,9187681,1997
RHO,retinitis pigmentosa.,9748691,1998
RHO,retinitis punctata albescens,8554077,1996
RB1,retinoblastoma,16269091,2005
RB1,retinoblastoma,15162822,2004
RB1,retinoblastoma,14722923,2004
RB1,retinoblastoma is associated,12016586,2002
VEGFA,retinopathy,15635051,2005
ICAM1,retinopathy diabetic,12027924,2002
AKR1B1,retinopathy diabetic,16545977,2006
CMA1,retinopathy diabetic,11303326,2000
AKR1B1,retinopathy diabetic,16701918,2006
ITGA2B,retinopathy diabetic,12938014,2003
NOS2A,retinopathy diabetic,12081717,2002
AKR1B1,retinopathy diabetic,11449315,2001
NOS3,retinopathy diabetic,11918626,2002
IGF1,retinopathy diabetic,16873705,2006
VEGFA,retinopathy diabetic,11978667,2002
VEGFA,retinopathy diabetic,17513698,2007
RAGE,retinopathy diabetic,11375354,2001
ICAM1,retinopathy diabetic,16759306,2006
VEGFA,retinopathy of prematurity,15161830,2004
NDP,retinopathy of prematurity,12145535,2002
RS1,retinoschisis x-linked,17515881,2007
SMARCB1,rhabdoid tumors,10397258,1999
KLRD1,rheumatic diseases,12618865,2003
KLRC2,rheumatic diseases,12618865,2003
KLRC1,rheumatic diseases,12618865,2003
TLR2,rheumatic fever,15968536,2005
FCGR2A,rheumatic fever,15369725,2004
HLA-DRB1,rheumatic heart disease,14680508,2003
HLA-DQB1,rheumatic heart disease,14680508,2003
TGFB1,rheumatic heart disease,15215809,2004
CYP11B2,rheumatoid arthritis,16207322,2005
HLA-DQB1,rheumatoid arthritis,2890022,1987
HLA-DQA1,rheumatoid arthritis,15725578,2005
HLA,rheumatoid arthritis,1982890,1990
A2M,rheumatoid arthritis,11036822,2000
PDCD1,rheumatoid arthritis,15818672,2005
CCR5,rheumatoid arthritis,11196706,2000
PTPN22,rheumatoid arthritis,15208781,2004
CYP17A1,rheumatoid arthritis,10609072,1999
HLA-DRB1,rheumatoid arthritis,15142265,2004
IL4,rheumatoid arthritis,11035134,2000
HLA-DRB1,rheumatoid arthritis,10229395,1999
IL3,rheumatoid arthritis,11179015,2001
SLC22A4,rheumatoid arthritis,14608356,2003
CTLA4,rheumatoid arthritis,11916172,2002
HLA-DRB1,rheumatoid arthritis,14749980,2004
IFNG,rheumatoid arthritis,14558082,2003
HLA-DRB1,rheumatoid arthritis,16385499,2005
HLA-DMA,rheumatoid arthritis,15547082,2004
SLC22A4,rheumatoid arthritis,15751072,2005
CTLA4,rheumatoid arthritis,10674972,1999
TAP2,rheumatoid arthritis,14749980,2004
IL1RN,rheumatoid arthritis,11838837,2002
HLA-DRB1,rheumatoid arthritis,1701997,1991
IL1RN,rheumatoid arthritis,11838837,2002
SPP1,rheumatoid arthritis,15742430,2005
FCGR2A,rheumatoid arthritis,16277670,2005
TNF,rheumatoid arthritis,11196668,1999
IFNG,rheumatoid arthritis,11022930,2000
SAA1,rheumatoid arthritis,11407685,2001
CCR5,rheumatoid arthritis,10323455,1999
HLA-DRB1,rheumatoid arthritis,14630402,2003
HLA-DQB1,rheumatoid arthritis,15248208,2004
HLA-DRB1,rheumatoid arthritis,9259416,1997
IL10,rheumatoid arthritis,11085795,2000
PDCD1,rheumatoid arthritis,15188352,2004
CTLA4,rheumatoid arthritis,15841095,2005
SLC11A1,rheumatoid arthritis,10857800,2000
CTLA4,rheumatoid arthritis,11886967,2002
TNF,rheumatoid arthritis,11838837,2002
IL1B,rheumatoid arthritis,15895884,2005
HLA-DRB1,rheumatoid arthritis,15248208,2004
BAT2,rheumatoid arthritis,15077289,2004
PDCD1,rheumatoid arthritis,15022318,2004
ESR1,rheumatoid arthritis,10343533,1999
BTLA,rheumatoid arthritis,17024343,2006
IL1B,rheumatoid arthritis,11838837,2002
VEGFA,rheumatoid arthritis,15213335,2004
IL18,rheumatoid arthritis,15789055,2005
HLA,rheumatoid arthritis,2898314,1986
IL1B,rheumatoid arthritis,12115161,2002
LTA,rheumatoid arthritis,15457442,2004
CTLA4,rheumatoid arthritis,14505215,2003
TIMELESS,rheumatoid arthritis,14985107,2004
CCL26,rheumatoid arthritis,15784470,2005
HLA-DRB1,rheumatoid arthritis,12415586,2002
CTLA4,rheumatoid arthritis,10203024,1999
TIMELESS,rheumatoid arthritis,15565336,2004
IL10,rheumatoid arthritis,10366102,1999
HLA-DRB1,rheumatoid arthritis,10765919,2000
CTLA4,rheumatoid arthritis,11128657,2000
HLA-DRB1,rheumatoid arthritis,7987717,1994
ATIC,rheumatoid arthritis,15457444,2004
MMP1,rheumatoid arthritis,15142265,2004
IL2,rheumatoid arthritis,15895884,2005
MICA,rheumatoid arthritis,11407684,2001
IL3,rheumatoid arthritis,11179015,2001
PARP1,rheumatoid arthritis,12632415,2003
IL10,rheumatoid arthritis,12847677,2003
PLAU,rheumatoid arthritis,15083890,2004
PTPN22,rheumatoid arthritis,16490755,2006
MTHFR,rheumatoid arthritis,11927833,2002
TRAF5,rheumatoid arthritis,17277003,2007
MMP3,rheumatoid arthritis,15142265,2004
PTPN22,rheumatoid arthritis,16635271,2006
EXOC4,rheumatoid arthritis,15880602,2005
ITGAV,rheumatoid arthritis,17615072,2007
IL6,rheumatoid arthritis,11196696,2000
IL18,rheumatoid arthritis,17396252,2007
SLC19A1,rheumatoid arthritis,15564880,2004
FCRL3,rheumatoid arthritis,17179172,2006
PADI4,rheumatoid arthritis,16385500,2005
ITPA,rheumatoid arthritis,16947783,2006
HLA-DRB1,rheumatoid arthritis,1700425,1990
PADI4,rheumatoid arthritis,16449362,2006
HLA-DRB1,rheumatoid arthritis,2830890,1988
PTPN22,rheumatoid arthritis,17135225,2006
PADI4,rheumatoid arthritis,12833157,2003
IL4R,rheumatoid arthritis,16646030,2006
HLA,rheumatoid arthritis,2445715,1987
FCGR2A,rheumatoid arthritis,16542359,2006
PTPN22,rheumatoid arthritis,15934099,2005
PTPN22,rheumatoid arthritis,17472988,2007
TNF,rheumatoid arthritis,15457442,2004
IRF5,rheumatoid arthritis,17599733,2007
KIR2DS2,rheumatoid arthritis,11369787,2001
FCGR2B,rheumatoid arthritis,17133580,2006
ATIC,rheumatoid arthritis,16947783,2006
MICB,rheumatoid arthritis,17003176,2006
NOS2A,rheumatoid arthritis,15226517,2004
MMP12,rheumatoid arthritis,17373931,2007
TRB@,rheumatoid arthritis,8323379,1993
FCGR3A,rheumatoid arthritis,16542359,2006
MMP3,rheumatoid arthritis,14712311,2004
MMP13,rheumatoid arthritis,17373931,2007
TNFRSF1A,rheumatoid arthritis,14872483,2004
MMP2,rheumatoid arthritis,16755991,2006
SLC11A1,rheumatoid arthritis,12135431,2002
PRKCH,rheumatoid arthritis,17195206,2006
AMPD1,rheumatoid arthritis,16947783,2006
MMP7,rheumatoid arthritis,17373931,2007
TNFRSF1A,rheumatoid arthritis,16277675,2005
FCRL3,rheumatoid arthritis,16176992,2006
NAT2,rheumatoid arthritis,12465141,2002
PADI4,rheumatoid arthritis,17265154,2007
IGLV8,rheumatoid arthritis,11285465,2001
HLA-DRB1,rheumatoid arthritis,10403259,1999
PTPN22,rheumatoid arthritis,15934099,2004
HLA,rheumatoid arthritis,8697660,1996
MMP3,rheumatoid arthritis,12124858,2002
HLA-DRB1,rheumatoid arthritis,10852383,2000
TNFRSF1B,rheumatoid arthritis,12528135,2003
TNFRSF1B,rheumatoid arthritis,12528135,2003
MIF,rheumatoid arthritis,12070782,2002
SH2D2A,rheumatoid arthritis,15129233,2004
TAP2,rheumatoid arthritis,14749980,2004
PTPN22,rheumatoid arthritis,15934099,2004
TNFRSF1B,rheumatoid arthritis,12209506,2002
FCGR3A,rheumatoid arthritis,11037893,2000
FCGR3A,rheumatoid arthritis,12486608,2002
EXOC4,rheumatoid arthritis,15880602,2005
FCRL3,rheumatoid arthritis thyroid disease autoimmune,17133579,2006
PTPN22,rheumatoid arthritis thyroid disease autoimmune,17133579,2006
CCL24,rhinitis,15580493,2004
IL18,rhinitis,16406079,2006
IL1A,rhinitis,14533660,2003
CD14,rhinitis,16950521,2006
IL1A,rhinitis,14533660,2003
HLA-DRB1,rhinitis,12764804,1999
IL1RN,rhinitis,14533660,2003
CD14,rhinitis,16109674,2005
IL1B,rhinitis,14533660,2003
IL13,rhinitis,12928861,2003
VDR,rickets,17349151,2007
VDR,rickets,14746673,2003
PITX2,rieger syndrome,10937553,2000
TP53,ring sideroblasts,12165459,2002
MTHFR,risk of cervical dysplasia,11751445,2001
HTR2A,risperidone treatment response,12202283,2002
CYP2C8,rosiglitazone pharmacokinetics,17178266,2006
ABCG2,rosuvastatin pharmacokinetics,16784736,2006
SLCO1B1,rosuvastatin pharmacokinetics,16784736,2006
CYP2C9,rosuvastatin pharmacokinetics,16784736,2006
RECQL4,rothmund-thomson syndrome,12734318,2003
ACE,ruptured intracranial aneurysms,10882751,2000
CYP21A1,salt-wasting congenital adrenal hyperplasia,7677150,1995
CYP3A5,saquinavir pharmacokinetics,16338276,2005
HLA-DQB1,sarcoidosis,16112030,2005
HLA-G,sarcoidosis,16933468,2006
HLA-DRB3,sarcoidosis,11169267,2001
PTGS2,sarcoidosis,16840740,2006
ACE,sarcoidosis,10362030,1999
CD14,sarcoidosis,16933467,2006
BTNL2,sarcoidosis,15735647,2005
NOD2,sarcoidosis,16933467,2006
HLA-DQB1,sarcoidosis,12356573,2002
TLR4,sarcoidosis,16487240,2006
CR1,sarcoidosis,12091241,2002
TLR2,sarcoidosis,17565608,2007
MIF,sarcoidosis,12180727,2002
HSPA1L,sarcoidosis,16611259,2006
VEGFA,sarcoidosis,12740269,2003
SELE,sarcoidosis,15083893,2004
HLA-DRB1,sarcoidosis,15019280,2004
HLA-DRB1,sarcoidosis,11169267,2001
NFKB1,sarcoidosis,12944982,2003
HSPA1L,sarcoidosis uveitis,17591867,2007
ACE,sarcoidosis.,9713444,1998
ACE,sarcoidosis.,9713438,1998
IFNG,sars (severe acute respiratory syndrome),16672072,2006
MBL2,sars (severe acute respiratory syndrome),16170752,2005
CLEC4M,sars infection,16369534,2006
TNF,scarring trachoma,9038309,1997
HLA,schistosomal worm antigen,6967941,1980
RAS,schistosomiasis,3117747,1987
capon,schizophrenia,15707951,2005
DAOA,schizophrenia,15271585,2004
PON1,schizophrenia,11880198,2002
DRD3,schizophrenia,10889555,2000
SNAP29,schizophrenia,11317222,2001
DAO,schizophrenia,15464270,2004
DBH,schizophrenia,9564683,1998
FZD3,schizophrenia,15274031,2004
DBH,schizophrenia,9084894,1997
FZD3,schizophrenia,14642436,2003
MTHFR,schizophrenia,10889537,2000
APOE,schizophrenia,12837518,2003
AKT1,schizophrenia,16583435,2006
DISC1,schizophrenia,16389590,2006
NOS1,schizophrenia,12140778,2002
FRK,schizophrenia,12750000,2003
MTHFR,schizophrenia,10208443,1999
HTATIP,schizophrenia,9857971,1998
BDNF,schizophrenia,16406671,2006
DISC1,schizophrenia,16275808,2005
CYP2D6,schizophrenia,12629505,2002
DRB1,schizophrenia,9713902,1998
BDNF,schizophrenia,16846718,2006
IL10,schizophrenia,15374585,2004
ALK,schizophrenia,16604305,2006
GRIA4,schizophrenia,12497607,2003
MED12,schizophrenia,15108174,2004
GRIA4,schizophrenia,15450689,2004
NOTCH4,schizophrenia,10932176,2000
DRD3,schizophrenia,15643094,2005
SNAP29,schizophrenia,11317222,2001
GRIK3,schizophrenia,11986986,2002
SOD2,schizophrenia,15610954,2005
DRD1,schizophrenia,15785860,2005
COMT,schizophrenia,14745454,2004
CTLA4,schizophrenia,12007590,2002
COMT,schizophrenia,15115916,2004
GRM3,schizophrenia,12782962,2003
COMT,schizophrenia,12402217,2002
DRD2,schizophrenia,7907680,1994
COMT,schizophrenia,11581117,2001
DRD2,schizophrenia,10541004,1999
COMT,schizophrenia,15572182,2004
GRIK3,schizophrenia,11986986,2002
COMT,schizophrenia,16233957,2005
GSTM1,schizophrenia,11181039,2001
COMT,schizophrenia,12815735,2003
CCKAR,schizophrenia,11549403,2001
NOTCH4,schizophrenia,14732589,2004
CCKAR,schizophrenia,10889525,2000
PLA2G1B,schizophrenia,12759552,2003
L1CAM,schizophrenia,11425011,2001
NOTCH4,schizophrenia,12782960,2003
DRD2,schizophrenia,9097961,1997
PDYN,schizophrenia,15301734,2004
DRD4,schizophrenia,10329380,1999
PLA2G4A,schizophrenia,9800222,1998
DRD2,schizophrenia,11343878,2001
NOTCH4,schizophrenia,12627456,2003
IL10,schizophrenia,11922883,2002
COMT,schizophrenia,10581481,1999
DRD2,schizophrenia,11803529,2001
TPH1,schizophrenia,11343864,2001
CCKAR,schizophrenia,10572328,1999
TPH1,schizophrenia,11324941,2000
DRD2,schizophrenia,10402509,1999
NOTCH4,schizophrenia,14732589,2004
DRD4,schizophrenia,11718085,2001
NTNG1,schizophrenia,15508520,2004
DRD2,schizophrenia,9259374,1997
BDNF,schizophrenia,16533563,2006
HTR5A,schizophrenia,11317225,2001
MAOA,schizophrenia,12648733,2003
DRD2,schizophrenia,9850987,1998
COMT,schizophrenia,12402217,2002
HTR4,schizophrenia,12399948,2002
CNTF,schizophrenia,15474906,2004
HTR4,schizophrenia,12898568,2003
HLA-A,schizophrenia,9510376,1998
DRD2,schizophrenia,15696493,2005
NOTCH4,schizophrenia,15115916,2004
DRD2,schizophrenia,15140279,2004
PRODH,schizophrenia,11891283,2002
CCKAR,schizophrenia,11549403,2001
CHRNA7,schizophrenia,12470124,2002
GRIN1,schizophrenia,12679240,2003
CHRNA7,schizophrenia,11803513,2001
GRIN1,schizophrenia,12679240,2003
CHRNA7,schizophrenia,12470124,2002
CCK,schizophrenia,12116180,2002
UFD1L,schizophrenia,11496370,2001
HTR2C,schizophrenia,12425817,2002
HLA-DQB1,schizophrenia,8435383,1993
DRD3,schizophrenia,15695058,2005
SLC1A2,schizophrenia,15296513,2004
CNR1,schizophrenia,12082570,2002
RHD,schizophrenia,12439825,2002
GRM8,schizophrenia,15211621,2004
ABCB1,schizophrenia,17054409,2006
DRD4,schizophrenia,11718085,2001
BDNF,schizophrenia,14623369,2003
CCKAR,schizophrenia,15363473,2004
ABCB1,schizophrenia,17113599,2006
CNR1,schizophrenia,12082570,2002
NTF3,schizophrenia,8085468,1994
DRD4,schizophrenia,12223255,2002
BDNF,schizophrenia,11032392,2000
CYP1A2,schizophrenia,15505641,2004
TNF,schizophrenia,11244489,2000
CTLA4,schizophrenia,12007590,2002
PDLIM5,schizophrenia,16213469,2005
DRD2,schizophrenia,11343878,2001
NOS1,schizophrenia,12140778,2002
FEZ1,schizophrenia,15522253,2004
PRNP,schizophrenia,11771989,2002
GRM5,schizophrenia,11326300,2001
ATXN8OS,schizophrenia,16054804,2005
HTR2C,schizophrenia,11140333,2000
PON1,schizophrenia,11880198,2001
SCA1,schizophrenia,9184318,1997
NPY,schizophrenia,12875921,2003
HTR2A,schizophrenia,15083167,2004
SLC6A4,schizophrenia,15940296,2005
GRIN1,schizophrenia,15841096,2005
APOD,schizophrenia,16402085,2006
CCK,schizophrenia,12116180,2002
S100B,schizophrenia,15670788,2005
CHRM1,schizophrenia,14504414,2003
RGS4,schizophrenia,14755443,2004
CHL1,schizophrenia,15653271,2005
PPP3CC,schizophrenia,12851458,2003
CHL1,schizophrenia,11986985,2002
RGS4,schizophrenia,16082709,2005
CHL1,schizophrenia,11986985,2002
ZNF74,schizophrenia,11705709,2001
IL1B,schizophrenia,11481169,2001
ZNF74,schizophrenia,11705709,2001
DRD3,schizophrenia,15567076,2005
ZDHHC8,schizophrenia,15489219,2004
CHGB,schizophrenia,15219467,2004
HLA-DQB1,schizophrenia,9050131,1997
CHGB,schizophrenia,11959426,2002
ZDHHC8,schizophrenia,15184899,2004
GRIN2A,schizophrenia,15774266,2005
YWHAH,schizophrenia,10206237,1999
HTR2A,schizophrenia,8622505,1996
YWHAH,schizophrenia,11121172,2000
DRD3,schizophrenia,12605094,2003
HLA-DRB1,schizophrenia,8942447,1996
DRD3,schizophrenia,8678117,1996
SYN2,schizophrenia,15271586,2004
DRD3,schizophrenia,9577838,1998
SYN3,schizophrenia,15900227,2005
DRD3,schizophrenia,10893495,2000
RXRB,schizophrenia,11840500,2002
HTR2A,schizophrenia,14741324,2004
XBP1,schizophrenia,15298659,2004
DRD3,schizophrenia,1362221,1992
XBP1,schizophrenia,15184063,2004
DRD3,schizophrenia,10402502,1999
MAG,schizophrenia,16039057,2005
HTR2A,schizophrenia,12606842,2003
NR4A2,schizophrenia,11803525,2001
HTR2A,schizophrenia,12202283,2002
NQO2,schizophrenia,14639047,2003
